label,sentence,predicted_value
1.0,1月6日13時28分に乗用車の事故が発生。天気は雪が降っていた。路面は湿っていた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.4404297
1.0,1月27日23時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。,0.5566406
0.0,1月13日16時48分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.66259766
1.0,1月20日15時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。,0.2434082
0.0,1月27日8時44分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。,0.14855957
0.0,1月14日17時13分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.39208984
0.0,1月17日19時34分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.3647461
1.0,1月15日23時58分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.4790039
1.0,1月5日10時28分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。,0.29174805
1.0,1月17日17時10分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.73876953
1.0,12月26日7時36分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。大きな交差点である。現場はカーブで平坦である。,0.43188477
1.0,12月28日11時40分に乗用車の事故が発生。天気は曇りであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.9995117
1.0,1月13日17時6分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.4177246
1.0,1月2日14時0分に乗用車の事故が発生。天気は曇りであった。路面は積雪していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。,0.98535156
1.0,1月3日13時45分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。,1.1025391
1.0,12月30日16時45分に乗用車の事故が発生。天気は曇りであった。路面は湿っていた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が非常に狭い道路である。現場はカーブで坂道になっている。,0.7944336
0.0,1月18日13時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.3720703
1.0,1月3日10時43分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.7158203
1.0,1月10日7時35分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。,0.19238281
1.0,1月7日20時10分に乗用車の事故が発生。天気は曇りであった。路面は積雪していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。,0.8359375
1.0,1月10日18時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.42895508
0.0,1月6日18時15分に乗用車の事故が発生。天気は曇りであった。路面は凍結していた。事故が起こったのは橋付近である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.9042969
0.0,1月20日11時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.3503418
1.0,12月26日10時35分に乗用車の事故が発生。天気は晴れであった。路面は積雪していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,1.015625
1.0,1月21日13時43分に乗用車の事故が発生。天気は雪が降っていた。路面は湿っていた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。,0.086120605
1.0,1月7日15時14分に乗用車の事故が発生。天気は雪が降っていた。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.57958984
0.0,1月8日8時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。,0.21118164
1.0,1月11日14時41分に乗用車の事故が発生。天気は雨が降っていた。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.4951172
0.0,1月15日14時58分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。,0.22680664
1.0,12月23日15時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.6611328
0.0,1月14日2時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.34301758
0.0,12月15日10時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。,0.63720703
1.0,1月11日8時9分に乗用車の事故が発生。天気は雨が降っていた。路面は湿っていた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。,0.09088135
0.0,9月14日16時5分に乗用車の事故が発生。天気は雨が降っていた。路面は乾燥していた。事故が起こったのは橋付近である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.6801758
0.0,1月6日7時48分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。,0.84814453
1.0,1月12日18時4分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。大きな交差点である。現場はカーブで平坦である。,0.21386719
1.0,1月19日11時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に小さな交差点である。現場はカーブで平坦である。,0.17480469
1.0,12月27日14時10分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.77490234
1.0,12月23日14時45分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.7290039
0.0,1月24日16時20分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.6074219
1.0,1月1日15時25分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.78808594
0.0,1月20日20時45分に乗用車の事故が発生。天気は雪が降っていた。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.2709961
0.0,1月9日19時25分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点滅式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。,0.38012695
0.0,1月13日18時25分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。,0.22741699
0.0,1月21日18時20分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.44067383
1.0,1月12日20時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.4699707
1.0,1月31日7時20分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。,0.171875
1.0,1月10日15時11分に乗用車の事故が発生。天気は晴れであった。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.58251953
0.0,1月22日9時8分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。,0.11114502
0.0,12月15日18時25分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。大きな交差点である。現場はカーブで平坦である。,0.45532227
1.0,1月1日13時46分に乗用車の事故が発生。天気は曇りであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,1.046875
0.0,1月22日7時10分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.3166504
0.0,12月24日2時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。,0.4025879
0.0,1月4日8時43分に乗用車の事故が発生。天気は雪が降っていた。路面は湿っていた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.36865234
1.0,1月3日14時10分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.79296875
0.0,1月14日7時28分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.30859375
1.0,1月2日17時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.6542969
0.0,1月4日3時39分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。,0.2746582
0.0,12月16日18時15分に乗用車の事故が発生。天気は雨が降っていた。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.56884766
0.0,1月28日18時23分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.39624023
1.0,12月25日17時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。,0.5053711
1.0,1月15日16時45分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのはトンネル付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.6230469
1.0,1月12日8時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。,0.12573242
0.0,1月10日7時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。,0.1854248
1.0,1月3日13時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.6464844
0.0,1月5日9時28分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.56396484
1.0,1月7日11時45分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.8305664
1.0,1月20日8時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.32128906
1.0,1月22日12時45分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。,0.26538086
1.0,1月15日10時53分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。,0.1661377
1.0,1月4日20時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。,0.29125977
1.0,12月31日14時12分に乗用車の事故が発生。天気は雪が降っていた。路面は凍結していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,1.0390625
0.0,1月26日19時55分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。,0.12841797
0.0,1月7日6時54分に乗用車の事故が発生。天気は曇りであった。路面は凍結していた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.8803711
0.0,1月19日22時18分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。大きな交差点である。現場はカーブで平坦である。,0.19421387
1.0,1月5日13時55分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.5805664
1.0,1月25日8時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.42626953
0.0,1月13日22時8分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。,0.2163086
0.0,1月21日8時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。,0.17126465
0.0,12月26日11時20分に乗用車の事故が発生。天気は雪が降っていた。路面は凍結していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が狭い道路である。現場はカーブで坂道になっている。,1.0048828
0.0,1月4日9時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。,0.2553711
1.0,1月12日7時50分に乗用車の事故が発生。天気は雪が降っていた。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.72265625
1.0,1月23日17時36分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。,0.25463867
1.0,1月23日12時38分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.51220703
0.0,11月19日1時32分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.63916016
0.0,1月31日15時55分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。,0.28076172
1.0,1月9日20時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.6269531
1.0,1月7日15時40分に乗用車の事故が発生。天気は晴れであった。路面は湿っていた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.515625
1.0,1月13日11時35分に乗用車の事故が発生。天気は曇りであった。路面は積雪していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。,0.6899414
0.0,1月30日10時38分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.3930664
0.0,1月5日10時58分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.484375
1.0,1月21日13時52分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。,0.19494629
0.0,1月6日9時25分に乗用車の事故が発生。天気は晴れであった。路面は湿っていた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。,0.16088867
0.0,1月24日8時45分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。大きな交差点である。現場はカーブで平坦である。,0.2536621
1.0,1月9日10時20分に乗用車の事故が発生。天気は曇りであった。路面は積雪していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.89746094
0.0,1月12日16時55分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が非常に狭い道路である。現場はカーブで坂道になっている。,0.58984375
1.0,1月25日11時25分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.4440918
0.0,1月10日12時25分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。,0.5859375
1.0,1月11日9時50分に乗用車の事故が発生。天気は雨が降っていた。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.35107422
1.0,1月21日4時49分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。,0.46728516
1.0,1月10日12時8分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。,0.41015625
1.0,1月16日14時10分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.37524414
0.0,12月3日9時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。,0.43286133
1.0,1月11日21時0分に乗用車の事故が発生。天気は雨が降っていた。路面は湿っていた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。,0.13720703
1.0,1月3日11時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。,0.44995117
0.0,11月29日13時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。,0.5751953
1.0,12月21日17時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.7216797
0.0,1月28日18時38分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。,0.3696289
1.0,1月4日9時2分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.5029297
0.0,1月12日12時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.52197266
1.0,1月5日12時10分に乗用車の事故が発生。天気は晴れであった。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.72802734
0.0,12月27日11時20分に乗用車の事故が発生。天気は雪が降っていた。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.49853516
1.0,1月12日12時43分に乗用車の事故が発生。天気は曇りであった。路面は湿っていた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。,0.6611328
1.0,1月4日19時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が非常に狭い道路である。現場はカーブで坂道になっている。,0.54248047
1.0,1月1日15時25分に乗用車の事故が発生。天気は曇りであった。路面は凍結していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。,1.0449219
1.0,11月20日17時55分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。,0.36157227
0.0,1月6日11時21分に乗用車の事故が発生。天気は雪が降っていた。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.31835938
0.0,1月6日14時39分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。,0.58447266
1.0,1月3日17時21分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.7319336
0.0,1月11日19時29分に乗用車の事故が発生。天気は曇りであった。路面は湿っていた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。,0.17993164
0.0,1月26日14時0分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。,0.54003906
0.0,12月31日15時55分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.7832031
0.0,1月25日20時15分に乗用車の事故が発生。天気は雨が降っていた。路面は湿っていた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。,0.05899048
1.0,1月16日12時20分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。,0.26953125
1.0,1月7日12時40分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.9785156
0.0,1月12日11時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。,0.13513184
1.0,1月4日11時22分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。,0.47998047
